R0,k,k_label,extinction_prob,establishment_n1
5.694736842105263,0.05,0.05,0.871579558254566,0.128420441745434
5.709273182957393,0.05,0.05,0.8714272007431854,0.12857279925681464
5.723809523809524,0.05,0.05,0.8712753001232354,0.1287246998767646
5.738345864661654,0.05,0.05,0.871123853804556,0.12887614619544396
5.752882205513784,0.05,0.05,0.8709728592184731,0.12902714078152688
5.7674185463659144,0.05,0.05,0.8708223138175648,0.1291776861824352
5.781954887218045,0.05,0.05,0.8706722150754307,0.1293277849245693
5.796491228070175,0.05,0.05,0.8705225604864635,0.12947743951353652
5.811027568922306,0.05,0.05,0.8703733475656243,0.12962665243437566
5.825563909774436,0.05,0.05,0.8702245738482224,0.12977542615177762
5.840100250626566,0.05,0.05,0.8700762368896942,0.12992376311030585
5.854636591478696,0.05,0.05,0.8699283342653885,0.13007166573461149
5.869172932330827,0.05,0.05,0.8697808635703546,0.13021913642964544
5.883709273182957,0.05,0.05,0.8696338224191293,0.13036617758087066
5.898245614035088,0.05,0.05,0.8694872084455327,0.13051279155446727
5.912781954887218,0.05,0.05,0.8693410193024611,0.1306589806975389
5.927318295739348,0.05,0.05,0.8691952526616862,0.13080474733831382
5.941854636591478,0.05,0.05,0.8690499062136554,0.1309500937863446
5.956390977443609,0.05,0.05,0.868904977667295,0.13109502233270498
5.970927318295739,0.05,0.05,0.8687604647498164,0.13123953525018361
5.98546365914787,0.05,0.05,0.8686163652065237,0.13138363479347626
6.0,0.05,0.05,0.8684726768006255,0.13152732319937455
0.2,0.1,0.1,1.0,0.0
0.21453634085213033,0.1,0.1,1.0,0.0
0.22907268170426065,0.1,0.1,1.0,0.0
0.243609022556391,0.1,0.1,1.0,0.0
0.2581453634085213,0.1,0.1,1.0,0.0
0.27268170426065164,0.1,0.1,1.0,0.0
0.28721804511278193,0.1,0.1,1.0,0.0
0.3017543859649123,0.1,0.1,1.0,0.0
0.3162907268170426,0.1,0.1,1.0,0.0
0.3308270676691729,0.1,0.1,1.0,0.0
0.34536340852130326,0.1,0.1,1.0,0.0
0.3598997493734336,0.1,0.1,1.0,0.0
0.3744360902255639,0.1,0.1,1.0,0.0
0.3889724310776942,0.1,0.1,1.0,0.0
0.4035087719298246,0.1,0.1,1.0,0.0
0.4180451127819549,0.1,0.1,1.0,0.0
0.4325814536340852,0.1,0.1,1.0,0.0
0.4471177944862155,0.1,0.1,1.0,0.0
0.4616541353383459,0.1,0.1,1.0,0.0
0.47619047619047616,0.1,0.1,1.0,0.0
0.4907268170426065,0.1,0.1,1.0,0.0
0.5052631578947369,0.1,0.1,1.0,0.0
0.5197994987468672,0.1,0.1,1.0,0.0
0.5343358395989974,0.1,0.1,1.0,0.0
0.5488721804511278,0.1,0.1,1.0,0.0
0.5634085213032581,0.1,0.1,1.0,0.0
